DATA,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA,latitude,longitude
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (MAJÉ),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (NITÉROI),RJ,30-06-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (NITÉROI),RJ,30-06-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (NOVA FRIBURGO),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (NOVA FRIBURGO),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (NOVA IGUAÇU),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,Secretaria Municipal de Saúde (NOVA IGUAÇU),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde (PARACAMBI),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (PARACAMBI),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde (QUEIMADOS),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (QUEIMADOS),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,4,193160.0,Secretaria Municipal de Saúde (RIO BONITO),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,4,240000.0,Secretaria Municipal de Saúde (RIO BONITO),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,8,386320.0,Secretaria Municipal de Saúde (SÃO JOÃO DO MERETI),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,7,420000.0,Secretaria Municipal de Saúde (SÃO JOÃO DO MERETI),RJ,02-07-2020,-22.25,-42.66
2020-06-26,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (VOLTA REDONDA),RJ,02-07-2020,-22.25,-42.66
2020-06-26,KTK,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (VOLTA REDONDA),RJ,02-07-2020,-22.25,-42.66
2020-07-07,WEG,RIO DE JANEIRO,MUNICIPIO,UTI,10,600000.0,Hospital Doutor Luiz Palmier,RJ,10-07-2020,-22.25,-42.66
2020-07-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,10,482900.0,Hospital Doutor Luiz Palmier,RJ,10-07-2020,-22.25,-42.66
2020-07-07,WEG,RIO DE JANEIRO,MUNICIPIO,UTI,40,2400000.0,HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO,RJ,10-07-2020,-22.25,-42.66
2020-07-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,40,1931600.0,HOSPITAL DE CAMPANHA COVID 19 SAO GONCALO,RJ,10-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,CARAPEBUS - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,CASIMIRO DE ABREU - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,GUAPIMIRIM - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,ITABORAÍ - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,MANGARATIBA - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,241450.0,RESENDE - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,RESENDE - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,RIO BONITO - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,RIO DAS OSTRAS - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,SÃO JOÃO DA BARRA - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-10-07,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,SÃO PEDRO DA ALDEIA - Secretaria Municipal de Saúde,RJ,15-07-2020,-22.25,-42.66
2020-07-17,VYAIRE,RIO DE JANEIRO,ESTADO,UTI,5,300000.0,RIO DE JANEIRO - Secretaria Estadual de Saúde  ,RJ,21-07-2020,-22.25,-42.66
2020-07-17,KTK,RIO DE JANEIRO,ESTADO,TRANSPORTE,8,160000.0,RIO DE JANEIRO - Secretaria Estadual de Saúde  ,RJ,21-07-2020,-22.25,-42.66
2020-07-17,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,ARARUAMA -  Secretaria Municipal de Saúde ,RJ,22-07-2020,-22.25,-42.66
2020-07-17,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,10,200000.0,ARARUAMA -  Secretaria Municipal de Saúde ,RJ,22-07-2020,-22.25,-42.66
2020-07-17,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,8,160000.0,CARAPEBUS -  Secretaria Municipal de Saúde ,RJ,22-07-2020,-22.25,-42.66
2020-07-17,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,NOVA IGUACU -  Secretaria Municipal de Saúde ,RJ,21-07-2020,-22.25,-42.66
2020-07-17,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,100000.0,NOVA IGUACU -  Secretaria Municipal de Saúde ,RJ,21-07-2020,-22.25,-42.66
2020-07-24,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,6,360000.0,CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,6,120000.0,CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,100000.0,CAMPOS DOS GOYTACAZES - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,1,60000.0,SÃO JOSE DO VALE DO RIO PRETO - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,100000.0,SÃO JOSE DO VALE DO RIO PRETO - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,TERESOPOLIS - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-07-24,KTK,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,40000.0,TERESOPOLIS - Secretaria Municipal de Saúde ,RJ,31-07-2020,-22.25,-42.66
2020-10-08,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de Campos dos Goytacazes ,RJ,13-08-2020,-22.25,-42.66
2020-10-08,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,3,180000.0,SMS de Campos dos Goytacazes ,RJ,13-08-2020,-22.25,-42.66
2020-08-14,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,SMS de SANTO ANTONIO DE PADUA,RJ,17-08-2020,-22.25,-42.66
2020-08-14,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,3,180000.0,SMS de SANTO ANTONIO DE PADUA,RJ,17-08-2020,-22.25,-42.66
2020-08-14,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de SAQUAREMA,RJ,17-08-2020,-22.25,-42.66
2020-08-14,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,3,180000.0,SMS de SAQUAREMA,RJ,17-08-2020,-22.25,-42.66
2020-08-14,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,SMS de SAO FIDELIS,RJ,17-08-2020,-22.25,-42.66
2020-08-14,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,3,180000.0,SMS de SAO FIDELIS,RJ,17-08-2020,-22.25,-42.66
2020-08-14,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de RIO BONITO,RJ,17-08-2020,-22.25,-42.66
2020-08-14,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,3,180000.0,SMS de RIO BONITO,RJ,17-08-2020,-22.25,-42.66
2020-08-14,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,5,241450.0,SMS de PORTO REAL,RJ,17-08-2020,-22.25,-42.66
2020-08-14,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,5,300000.0,SMS de PORTO REAL,RJ,17-08-2020,-22.25,-42.66
2020-08-21,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,3,144870.0,SMS de ITABORAI,RJ,24-08-2020,-22.25,-42.66
2020-08-21,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,7,420000.0,SMS de ITABORAI,RJ,24-08-2020,-22.25,-42.66
2020-08-21,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de PORCIUNCULA,RJ,24-08-2020,-22.25,-42.66
2020-08-21,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,1,60000.0,SMS de PORCIUNCULA,RJ,24-08-2020,-22.25,-42.66
2020-08-21,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de APERIBE,RJ,24-08-2020,-22.25,-42.66
2020-08-21,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,SMS de APERIBE,RJ,24-08-2020,-22.25,-42.66
2020-08-21,MAGNAMED,RIO DE JANEIRO,MUNICIPIO,TRANSPORTE,2,96580.0,SMS de LAJE DO MURIAE,RJ,24-08-2020,-22.25,-42.66
2020-08-21,VYAIRE,RIO DE JANEIRO,MUNICIPIO,UTI,2,120000.0,SMS de LAJE DO MURIAE,RJ,24-08-2020,-22.25,-42.66
2020-05-22,KTK,ALAGOAS,ESTADO,UTI,15,900000.0,Secretaria Estadual de Saúde,AL,24-05-2020,-9.62,-36.82
2020-05-22,MAGNAMED,ALAGOAS,ESTADO,TRANSPORTE,15,724350.0,Secretaria Estadual de Saúde,AL,24-05-2020,-9.62,-36.82
2020-04-06,VYAIRE,ALAGOAS,ESTADO,UTI,20,1200000.0,Secretaria Estadual de Saúde,AL,06-06-2020,-9.62,-36.82
2020-04-06,MAGNAMED,ALAGOAS,ESTADO,TRANSPORTE,17,820930.0,Secretaria Estadual de Saúde,AL,06-06-2020,-9.62,-36.82
2020-04-06,MAGNAMED,ALAGOAS,ESTADO,TRANSPORTE,3,144870.0,Secretaria Estadual de Saúde,AL,06-06-2020,-9.62,-36.82
2020-06-16,MAGNAMED,ALAGOAS,ESTADO,TRANSPORTE,50,2414500.0,Secretaria Estadual de Saúde,AL,18-06-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (BELO MONTE),AL,01-07-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (MAJOR IZIDORO),AL,30-06-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (MARAVILHA),AL,01-07-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (MARIBONDO) ,AL,30-06-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (PASSO DO CAMARAGIBE),AL,30-06-2020,-9.62,-36.82
2020-06-26,MAGNAMED,ALAGOAS,MUNICIPIO,TRANSPORTE,5,241450.0,Secretaria Municipal de Saúde (SANTANA DO IPANEMA),AL,01-07-2020,-9.62,-36.82
2020-06-26,VYAIRE,ALAGOAS,MUNICIPIO,UTI,5,300000.0,Secretaria Municipal de Saúde (SANTANA DO IPANEMA),AL,01-07-2020,-9.62,-36.82
2020-01-07,MAGNAMED,ALAGOAS,ESTADO,TRANSPORTE,10,482900.0,Secretaria Estadual de Saúde (Hospital da Mulher Dra. Nise da Silveira),AL ,03-07-2020,-9.62,-36.82
2020-01-07,VYAIRE,ALAGOAS,ESTADO,UTI,30,1800000.0,Secretaria Estadual de Saúde (Hospital da Mulher Dra. Nise da Silveira),AL ,03-07-2020,-9.62,-36.82
2020-04-07,VYAIRE,ALAGOAS,ESTADO ,UTI,10,600000.0,Secretaria Estadual de Saúde,AL,06-07-2020,-9.62,-36.82
2020-07-17,VYAIRE,ALAGOAS,ESTADO,UTI,7,420000.0,MACEIÓ - Secretaria Estadual de Saúde ,AL ,31-07-2020,-9.62,-36.82
2020-07-17,KTK,ALAGOAS,ESTADO,TRANSPORTE,13,260000.0,MACEIÓ - Secretaria Estadual de Saúde ,AL ,31-07-2020,-9.62,-36.82
2020-07-17,VYAIRE,ALAGOAS,MUNICIPIO,UTI,7,420000.0,ARAPIRACA - Secretaria Municipal de Saúde ,AL ,31-07-2020,-9.62,-36.82
2020-07-17,KTK,ALAGOAS,MUNICIPIO,TRANSPORTE,8,160000.0,ARAPIRACA - Secretaria Municipal de Saúde ,AL ,31-07-2020,-9.62,-36.82
2020-07-24,KTK,ALAGOAS,MUNICIPIO,TRANSPORTE,2,40000.0,PALMEIRA DOS INDIOS - Secretaria Municipal de Saúde ,AL ,07-08-2020,-9.62,-36.82
2020-08-14,MAGNAMED,ALAGOAS,MUNICIPIO,TRANSPORTE,2,96580.0,SMS DE  SAO JOSE DA TAPERA,AL ,18-08-2020,-9.62,-36.82
2020-05-30,WEG,BAHIA,ESTADO,UTI,30,1800000.0,Secretaria Estadual de Saúde,BA,01-06-2020,-13.29,-41.71
2020-05-30,MAGNAMED,BAHIA,ESTADO,TRANSPORTE,30,1448700.0,Secretaria Estadual de Saúde,BA,01-06-2020,-13.29,-41.71
2020-04-06,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900.0,SALVADOR - Secretaria Municipal de Saúde,BA,06-06-2020,-13.29,-41.71
2020-04-06,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SALVADOR - Secretaria Municipal de Saúde,BA,06-06-2020,-13.29,-41.71
2020-04-06,VYAIRE,BAHIA,ESTADO,UTI,40,2400000.0,Secretaria Estadual de Saúde,BA,05-06-2020,-13.29,-41.71
2020-07-06,VYAIRE,BAHIA,MUNICIPIO,UTI,20,1200000.0,SALVADOR - Secretaria Municipal de Saúde,BA,09-06-2020,-13.29,-41.71
2020-07-06,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,SALVADOR - Secretaria Municipal de Saúde,BA,09-06-2020,-13.29,-41.71
2020-07-06,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,30,1448700.0,SALVADOR - Secretaria Municipal de Saúde,BA,09-06-2020,-13.29,-41.71
2020-08-06,WEG,BAHIA,MUNICIPIO,UTI,10,600000.0,Barreiras (Hospital do Oeste de Barriras),BA,10-06-2020,-13.29,-41.71
2020-08-06,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,Barreiras (Hospital do Oeste de Barriras),BA,10-06-2020,-13.29,-41.71
2020-08-06,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,Barreiras (Hospital do Oeste de Barriras),BA,10-06-2020,-13.29,-41.71
2020-12-06,VYAIRE,BAHIA,MUNICIPIO,UTI,4,240000.0,Secretaria Municipal de Saúde (Feira de Santana),BA,14-06-2020,-13.29,-41.71
2020-12-06,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3,144870.0,Secretaria Municipal de Saúde (Feira de Santana),BA,14-06-2020,-13.29,-41.71
2020-06-16,MAGNAMED,BAHIA,ESTADO,TRANSPORTE,27,1303830.0,Secretaria Estadual de Saúde,BA,17-06-2020,-13.29,-41.71
2020-06-16,VYAIRE,BAHIA,ESTADO,UTI,27,1620000.0,Secretaria Estadual de Saúde,BA,17-06-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde (CASA NOVA),BA,01-07-2020,-13.29,-41.71
2020-06-26,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (CASA NOVA),BA,01-07-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1,48290.0,Secretaria Municipal de Saúde (ITAMARAJU),BA,01-07-2020,-13.29,-41.71
2020-06-26,VYAIRE,BAHIA,MUNICIPIO,UTI,1,60000.0,Secretaria Municipal de Saúde (ITAMARAJU),BA,01-07-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,10,482900.0,Secretaria Municipal de Saúde  (JACOBINA),BA,27-06-2020,-13.29,-41.71
2020-06-26,VYAIRE,BAHIA,MUNICIPIO,UTI,10,600000.0,Secretaria Municipal de Saúde  (JACOBINA),BA,27-06-2020,-13.29,-41.71
2020-06-26,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2,96580.0,Secretaria Municipal de Saúde (JUAZEIRO),BA,01-07-2020,-13.29,-41.71
